全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,大区分,小区分,担当課
131083,131083000094,江東区,東砂南地区集会所,ヒガシスナミナミチクシュウカイジョ,,江東区地区集会所,1309a,,,131083,,東京都江東区東砂6-19-9,東京都,江東区,東砂6丁目,19-9,,35.674504,139.841341,,,(03)3647-4962,,,,,1360074,,,月火水木金土日,09:00:00,21:30:00,年末年始及びその他の休みは各申込先にお問い合わせください,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/101010/kurashi/komyunitei/chiiki/shukai/7685.html,,,アクセス方法 東京メトロ東西線南砂町駅徒歩19分;料金（詳細） Webページ参照（https://www.city.koto.lg.jp/101010/kurashi/komyunitei/chiiki/shukai/7685.html）,地域振興,地区集会所,地域振興課
131083,131083000095,江東区,東砂西地区集会所,ヒガシスナニシチクシュウカイジョ,,江東区地区集会所,1309a,,,131083,,東京都江東区東砂7-5-1,東京都,江東区,東砂7丁目,5-1,,35.670618,139.839835,,,(03)3647-4962,,,,,1360074,,,月火水木金土日,09:00:00,21:30:00,年末年始及びその他の休みは各申込先にお問い合わせください,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/101010/kurashi/komyunitei/chiiki/shukai/7685.html,,,アクセス方法 東京メトロ東西線南砂町駅徒歩14分;料金（詳細） Webページ参照（https://www.city.koto.lg.jp/101010/kurashi/komyunitei/chiiki/shukai/7685.html）,地域振興,地区集会所,地域振興課
131083,131083000096,江東区,南砂西地区集会所,ミナミスナニシチク集会所,,江東区地区集会所,1309a,,,131083,,東京都江東区南砂4-3-22,東京都,江東区,南砂4丁目,3-22,,35.674162,139.827373,,,(03)3647-4962,,,,,1360076,,,月火水木金土日,09:00:00,21:30:00,年末年始及びその他の休みは各申込先にお問い合わせください,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/101010/kurashi/komyunitei/chiiki/shukai/7685.html,,,アクセス方法 東京メトロ東西線南砂町駅徒歩12分;料金（詳細） Webページ参照（https://www.city.koto.lg.jp/101010/kurashi/komyunitei/chiiki/shukai/7685.html）,地域振興,地区集会所,地域振興課
131083,131083000097,江東区,白河出張所,シラカワシュッチョウジョ,,,1304a,,,131083,,東京都江東区白河1-3-28深川江戸資料館内,東京都,江東区,白河1丁目,3-28 深川江戸資料館内,,35.680950,139.800612,,,(03)3642-4456,,,,,1350021,,,月火水木金,08:30:00,17:00:00,閉庁日は土日、祝日、年末年始（12月29日～1月3日）,,可,有,,有,,,,,,,有,,,,,,,https://www.city.koto.lg.jp/060305/kurashi/jumin/shutcho/7122.html,,,アクセス方法 都営大江戸線清澄白河駅徒歩４分／メトロ半蔵門線清澄白河駅徒歩３分 都バス清澄庭園前（門３３）徒歩３分／清澄白河駅前（秋２６）徒歩３分;料金（基本） 0,区役所ほか,出張所,区民課
131083,131083000098,江東区,富岡出張所,トミオカシュッチョウジョ,,,1304a,,,131083,,東京都江東区富岡1-16-12,東京都,江東区,富岡1丁目,16-12,,35.671785,139.798591,,,(03)3642-8306,,,,,1350047,,,月火水木金,08:30:00,17:00:00,閉庁日は土日、祝日、年末年始（12月29日～1月3日）,,可,有,,有,,,,,,,有,,,,,,,https://www.city.koto.lg.jp/060305/kurashi/jumin/shutcho/7122.html,,,アクセス方法 都営大江戸線門前仲町駅徒歩５分／メトロ東西線門前仲町駅徒歩２分 都バス不動尊前（東２０、東２２、都０７）徒歩１分／門前仲町（門１９甲・乙、海０１）徒歩７分／門前仲町（門２１、門３３）徒歩６分;料金（基本） 0,区役所ほか,出張所,区民課
131083,131083000099,江東区,小松橋出張所,コマツバシシュッチョウジョ,,,1304a,,,131083,,東京都江東区扇橋2-1-5,東京都,江東区,扇橋2丁目,1-5,,35.682694,139.814281,,,(03)5606-5581,,,,,1350011,,,月火水木金,08:30:00,17:00:00,閉庁日は土日、祝日、年末年始（12月29日～1月3日）,,可,有,,有,,,,,,,有,,,,,,,https://www.city.koto.lg.jp/060305/kurashi/jumin/shutcho/7122.html,,,アクセス方法 都バス扇橋２丁目（東２２、錦２２）徒歩３分、（秋２６）徒歩１分 ;料金（基本） 0,区役所ほか,出張所,区民課
131083,131083000100,江東区,亀戸出張所,カメイドシュッチョウジョ,,,1304a,,,131083,,東京都江東区亀戸2-19-1カメリアプラザ1階,東京都,江東区,亀戸2丁目,19-1 カメリアプラザ1階,,35.697633,139.824556,,,(03)3683-3734,,,,,1360071,,,月火水木金,08:30:00,17:00:00,閉庁日は土日、祝日、年末年始（12月29日～1月3日）,,可,有,,有,,,,,,,,,,,,,,https://www.city.koto.lg.jp/060305/kurashi/jumin/shutcho/7122.html,,,アクセス方法 ＪＲ総武線亀戸駅徒歩２分 都バス亀戸駅前（亀２１、亀２３、亀２４、亀２６、亀２９、門３３、上２６、錦１１、里２２、両２８、草２４）徒歩１～２分／亀戸駅通り（錦２５、錦２７）徒歩４分、（都０７、錦１８）徒歩５分;料金（基本） 0,区役所ほか,出張所,区民課
131083,131083000101,江東区,大島出張所,オオジマシュッチョウジョ,,,1304a,,,131083,,東京都江東区大島4-5-1総合区民センター2階,東京都,江東区,大島4丁目,5-1 総合区民センター2階,,35.689145,139.826996,,,(03)3637-2451,,,,,1360072,,,月火水木金,08:30:00,17:00:00,閉庁日は土日、祝日、年末年始（12月29日～1月3日）,,可,有,,有,,,,,,,有,,,,,,,https://www.city.koto.lg.jp/060305/kurashi/jumin/shutcho/7122.html,,,アクセス方法 都営新宿線西大島駅徒歩１分 都バス西大島駅前（錦１８、錦２８、亀２３、亀２４、亀２９、両２８、都０７、草２４）徒歩１分;料金（基本） 0,区役所ほか,出張所,区民課
131083,131083000102,江東区,砂町出張所,スナマチシュッチョウジョ,,,1304a,,,131083,,東京都江東区北砂4-7-3,東京都,江東区,北砂4丁目,7-3,,35.677468,139.828457,,,(03)3644-2181,,,,,1360073,,,月火水木金,08:30:00,17:00:00,閉庁日は土日、祝日、年末年始（12月29日～1月3日）,,可,有,,有,,,,,,,有,,,,,,,https://www.city.koto.lg.jp/060305/kurashi/jumin/shutcho/7122.html,,,アクセス方法 都バス境川（秋２６、両２８、亀２９、都０７、錦１８）徒歩3分;料金（基本） 0,区役所ほか,出張所,区民課
131083,131083000103,江東区,南砂出張所,ミナミスナシュッチョウジョ,,,1304a,,,131083,,東京都江東区南砂6-8-3,東京都,江東区,南砂6丁目,8-3,,35.671228,139.834852,,,(03)3640-5355,,,,,1360076,,,月火水木金,08:30:00,17:00:00,閉庁日は土日、祝日、年末年始（12月29日～1月3日）,,可,有,,有,,,,,,,有,,,,,,,https://www.city.koto.lg.jp/060305/kurashi/jumin/shutcho/7122.html,,,アクセス方法 メトロ東西線南砂町駅徒歩５分 都バス南砂六丁目（亀２１）徒歩１分、南砂三丁目みどり団地前（亀２３、陽２０）徒歩４分;料金（基本） 0,区役所ほか,出張所,区民課
131083,131083000104,江東区,富岡区民館,トミオカクミンカン,,,1309a,,,131083,,東京都江東区富岡1-16-12,東京都,江東区,富岡1丁目,16-12,,35.671785,139.798591,,,(03)3642-8306,,,,,1350047,,,火水木金土日,09:00:00,21:30:00,休館日は月曜日(月曜日が、祝日の場合は翌日も休館）、祝日、年末年始（12月29日～1月3日）,,可,有,,有,,,,,,,,,,,,,,https://www.city.koto.lg.jp/060305/kurashi/komyunitei/chiiki/7683.html,https://www.city.koto.lg.jp/060305/kurashi/komyunitei/chiiki/documents/1001tomiokaphoto.pdf,本サイト上の画像の無断使用・転載、二次利用を禁止します。,アクセス方法 都営大江戸線門前仲町駅徒歩５分／メトロ東西線門前仲町駅徒歩２分 都バス不動尊前（東２０、東２２、都０７）徒歩１分／門前仲町（門１９甲・乙、海０１）徒歩７分／門前仲町（門２１、門３３）徒歩６分;料金（詳細） 2025-03-31までの利用は550～3150,区役所ほか,区民館,区民課
131083,131083000105,江東区,枝川区民館,エダガワクミンカン,,,1309a,,,131083,,東京都江東区枝川3-6-16,東京都,江東区,枝川3丁目,6-16,,35.658523,139.810294,,,(03)3647-6852,,,,,1350051,,,火水木金土日,09:00:00,21:30:00,休館日は月曜日(月曜日が、祝日の場合は翌日も休館）、祝日、年末年始（12月29日～1月3日）,,,,,有,,,,,,,有,,,,,,,https://www.city.koto.lg.jp/060305/kurashi/komyunitei/chiiki/7683.html,https://www.city.koto.lg.jp/060305/kurashi/komyunitei/chiiki/documents/1001edagawaphoto.pdf,本サイト上の画像の無断使用・転載、二次利用を禁止します。,アクセス方法 都バス八枝橋（錦１３乙）徒歩３分／枝川２丁目（業１０、陽１２－１・２・３、錦１３甲）徒歩５分;料金（詳細） 2025-03-31までの利用は800～3550,区役所ほか,区民館,区民課
131083,131083000106,江東区,小松橋区民館,コマツバシクミンカン,,,1309a,,,131083,,東京都江東区扇橋2-1-5,東京都,江東区,扇橋2丁目,1-5,,35.682694,139.814281,,,(03)5606-5581,,,,,1350011,,,火水木金土日,09:00:00,21:30:00,休館日は月曜日(月曜日が、祝日の場合は翌日も休館）、祝日、年末年始（12月29日～1月3日）,,可,有,,有,,,,,,,,,,,,,,https://www.city.koto.lg.jp/060305/kurashi/komyunitei/chiiki/7683.html,https://www.city.koto.lg.jp/060305/kurashi/komyunitei/chiiki/documents/1001komatsubasyiphoto.pdf,本サイト上の画像の無断使用・転載、二次利用を禁止します。,アクセス方法 都バス扇橋２丁目（東２２、錦２２）徒歩３分、（秋２６）徒歩１分 ;料金（詳細） 2025-03-31までの利用は1100～5800,区役所ほか,区民館,区民課
131083,131083000107,江東区,東陽区民館,トウヨウクミンカン,,,1309a,,,131083,,東京都江東区東陽3-1-2,東京都,江東区,東陽3丁目,1-2,,35.668629,139.808576,,,(03)3645-8651,,,,,1350016,,,火水木金土日,09:00:00,21:30:00,休館日は月曜日(月曜日が、祝日の場合は翌日も休館）、祝日、年末年始（12月29日～1月3日）,,,,,有,,,,,,,,,,,,,,https://www.city.koto.lg.jp/060305/kurashi/komyunitei/chiiki/7683.html,https://www.city.koto.lg.jp/060305/kurashi/komyunitei/chiiki/documents/1001toyophoto.pdf,本サイト上の画像の無断使用・転載、二次利用を禁止します。,アクセス方法 メトロ東西線木場駅徒歩3分 都バス東陽三丁目（門２１、東２２、都０７、木１１甲）徒歩３分;料金（詳細） 2025-03-31までの利用は1000～5050,区役所ほか,区民館,区民課
131083,131083000108,江東区,砂町区民館,スナマチクミンカン,,,1309a,,,131083,,東京都江東区北砂4-7-3,東京都,江東区,北砂4丁目,7-3,,35.677468,139.828457,,,(03)3644-2181,,,,,1360073,,,火水木金土日,09:00:00,21:30:00,休館日は月曜日(月曜日が、祝日の場合は翌日も休館）、祝日、年末年始（12月29日～1月3日）,,可,有,,有,,,,,,,,,,,,,,https://www.city.koto.lg.jp/060305/kurashi/komyunitei/chiiki/7683.html,https://www.city.koto.lg.jp/060305/kurashi/komyunitei/chiiki/documents/1001sunamachiphoto.pdf,本サイト上の画像の無断使用・転載、二次利用を禁止します。,アクセス方法 都バス境川（秋２６、両２８、亀２９、都０７、錦１８）徒歩3分;料金（詳細） 2025-03-31までの利用は700～5050,区役所ほか,区民館,区民課
131083,131083000109,江東区,南砂区民館,ミナミスナクミンカン,,,1309a,,,131083,,東京都江東区南砂6-8-3,東京都,江東区,南砂6丁目,8-3,,35.671228,139.834852,,,(03)3640-5355,,,,,1360076,,,火水木金土日,09:00:00,21:30:00,休館日は月曜日(月曜日が、祝日の場合は翌日も休館）、祝日、年末年始（12月29日～1月3日）,,可,有,,有,,,,,,,,,,,,,,https://www.city.koto.lg.jp/060305/kurashi/komyunitei/chiiki/7683.html,https://www.city.koto.lg.jp/060305/kurashi/komyunitei/chiiki/documents/1001minamisunaphoto.pdf,本サイト上の画像の無断使用・転載、二次利用を禁止します。,アクセス方法 メトロ東西線南砂町駅徒歩５分 都バス南砂六丁目（亀２１）徒歩１分、南砂三丁目みどり団地前（亀２３、陽２０）徒歩４分;料金（詳細） 2025-03-31までの利用は1000～3400,区役所ほか,区民館,区民課
131083,131083000110,江東区,塩浜福祉園,シオハマフクシエン,,,1499a,,,131083,,東京都江東区塩浜2-5-20塩浜福祉プラザ1階,東京都,江東区,塩浜2丁目,5-20 塩浜福祉プラザ1階,,35.662029,139.805370,,,(03)3647-6987,,,,,1350043,,,月火水木金,09:00:00,17:00:00,祝日、年末年始は休み,指定管理者により障害者総合支援法に基づく「生活介護」および「特定相談支援」を運営。,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/221015/fukushi/shogaisha/shisetsu/shokai/6804.html,,,アクセス方法 東京メトロ東西線木場駅徒歩12分;料金（詳細） 利用者負担金があります。,福祉,障害者支援施設,障害者施策課
131083,131083000111,江東区,東砂福祉園,ヒガシスナフクシエン,,,1499a,,,131083,,東京都江東区東砂3-30-6東砂福祉プラザ1・2階,東京都,江東区,東砂3丁目,30-6 東砂福祉プラザ1・2階,,35.681241,139.845344,,,(03)3646-6634,,,,,1360074,,,月火水木金,09:00:00,17:00:00,祝日、年末年始は休み,指定管理者により障害者総合支援法に基づく「生活介護」および「特定相談支援」を運営。,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/221015/fukushi/shogaisha/shisetsu/shokai/6805.html,,,アクセス方法 都営新宿線東大島駅徒歩15分;料金（詳細） 利用者負担金があります。,福祉,障害者支援施設,障害者施策課
131083,131083000112,江東区,亀戸福祉園,カメイドフクシエン,,,1499a,,,131083,,東京都江東区亀戸9-6-29,東京都,江東区,亀戸9丁目,6-29,,35.696478,139.841716,,,(03)3683-1451,,,,,1360071,,,月火水木金,09:00:00,17:00:00,祝日、年末年始は休み,指定管理者により障害者総合支援法に基づく「生活介護」および「特定相談支援」を運営。,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/221015/fukushi/shogaisha/shisetsu/shokai/6806.html,,,アクセス方法 都営新宿線東大島駅徒歩15分;料金（詳細） 利用者負担金があります。,福祉,障害者支援施設,障害者施策課
131083,131083000113,江東区,あすなろ作業所,アスナロサギョウジョ,,,1499a,,,131083,,東京都江東区東砂3-30-6東砂福祉プラザ2・3階,東京都,江東区,東砂3丁目,30-6 東砂福祉プラザ2・3階,,35.681241,139.845344,,,(03)3646-6720,,,,,1360074,,,月火水木金,09:00:00,17:00:00,祝日、年末年始は休み,指定管理者により障害者総合支援法に基づく「就労継続支援B型」および「特定相談支援」を運営。,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/221015/fukushi/shogaisha/shisetsu/shokai/6807.html,,,アクセス方法 都営新宿線東大島駅徒歩15分;料金（詳細） 利用者負担金があります。,福祉,障害者支援施設,障害者施策課
131083,131083000114,江東区,第二あすなろ作業所,ダイニアスナロサギョウジョ,,,1499a,,,131083,,東京都江東区毛利2-1-14,東京都,江東区,毛利2丁目,1-14,,35.690709,139.816524,,,(03)3846-6508,,,,,1350001,,,月火水木金,09:00:00,17:00:00,祝日、年末年始は休み,指定管理者により障害者総合支援法に基づく「生活介護」、「就労継続支援B型」および「特定相談支援」を運営。,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/221015/fukushi/shogaisha/shisetsu/shokai/6808.html,,,アクセス方法 東京メトロ半蔵門線住吉駅/都営新宿線住吉駅徒歩3分;料金（詳細） 利用者負担金があります。,福祉,障害者支援施設,障害者施策課
131083,131083000115,江東区,こども発達センター,コドモハッタツセンター,,塩浜CoCo,1499a,,,131083,,東京都江東区塩浜2-5-20塩浜福祉プラザ1階,東京都,江東区,塩浜2丁目,5-20 塩浜福祉プラザ1階,,35.662029,139.805370,,,(03)5632-2591,,,,,1350043,,,月火水木金,09:00:00,17:00:00,祝日、年末年始は休み,指定管理者により児童福祉法に基づく「児童発達支援センター」等を運営。,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/221015/fukushi/shogaisha/shisetsu/shokai/6016.html,,,アクセス方法 東京メトロ東西線木場駅徒歩12分;料金（詳細） 利用者負担金があります。,福祉,障害者支援施設,障害者施策課
131083,131083000116,江東区,こども発達亀戸センター,コドモハッタツカメイドセンター,,亀戸CoCo,1499a,,,131083,,東京都江東区亀戸1-24-6-2階,東京都,江東区,亀戸1丁目,24-6-2階,,35.694839,139.82428,,,(03)3636-3150,,,,,1360071,,,月火水木金,09:00:00,17:00:00,祝日、年末年始は休み,指定管理者により児童福祉法に基づく「児童発達支援センター」等を運営。,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/221015/fukushi/shogaisha/shisetsu/shokai/6016.html,,,アクセス方法 JR総武線亀戸駅/徒歩6分;料金（詳細） 利用者負担金があります。,福祉,障害者支援施設,障害者施策課
131083,131083000117,江東区,障害者福祉センター,ショウガイシャフクシセンター,,,1499a,,,131083,,東京都江東区扇橋3-7-2,東京都,江東区,扇橋3丁目,7-2,,35.682902,139.820303,,,(03)3699-0316,,,,,1350011,,,月火水木金土,09:00:00,17:00:00,サービスによって異なります。,指定管理者により障害者総合支援法に基づく「生活介護」、「就労継続支援B型」、「特定相談支援」、「地域生活支援事業」等を運営。,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/221015/fukushi/shogaisha/shisetsu/shokai/6803.html,,,アクセス方法 東京メトロ半蔵門線住吉駅/都営新宿線住吉駅徒歩12分;料金（詳細） 利用者負担金があります。,福祉,障害者支援施設,障害者施策課
131083,131083000118,江東区,リバーハウス東砂,リバーハウスヒガシスナ,,,1499a,,,131083,,東京都江東区東砂3-30-6東砂福祉プラザ4階,東京都,江東区,東砂3丁目,30-6 東砂福祉プラザ4階,,35.681241,139.845344,,,(03)3646-6623,,,,,1360074,,,月火水木金土日,09:00:00,17:00:00,サービスによって異なります。,指定管理者により障害者総合支援法に基づく「共同生活援助」および「短期入所」等を運営。,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/221015/fukushi/shogaisha/shisetsu/shokai/6812.html,,,アクセス方法 都営新宿線東大島駅徒歩15分;料金（詳細） 利用者負担金があります。,福祉,障害者支援施設,障害者施策課
131083,131083000119,江東区,古石場福祉会館,フルイシバフクシカイカン,,,1499a,,,131083,,東京都江東区古石場1-11-11,東京都,江東区,古石場1丁目,11-11,,35.669262,139.794668,,,(03)3641-9531,,,,,1350045,,,月火水木金土日,09:00:00,19:00:00,第1・3・5日曜日は利用可能。祝日(こどもの日・敬老の日を除く)は利用不可。12/29～1/3は利用不可。日曜日・こどもの日・敬老の日は18:00まで。,福祉会館は区内にお住まいの高齢者と障害者の「生きがいづくり」「仲間づくり」「健康づくり」を目標にいろいろな催しを行っています。館内の施設（和室・洋室）を老人クラブや町会、グループ会合など、団体での夜間利用が可能です（利用料がかかります）。夜間団体貸出しは、1ヶ月前から直接施設にて受付けます。,可,有,,有,,,,,,,,,,,,,,https://www.city.koto.lg.jp/211101/fukushi/koresha/ikigai/kero/6667.html,https://www.city.koto.lg.jp/211141/fukushi/koresha/ikigai/kero/documents/11gatuomote.pdf,本データと同様,アクセス方法 東京メトロ東西線／都営大江戸線「門前仲町」駅徒歩6分,福祉,福祉会館,長寿応援課
131083,131083000120,江東区,塩浜福祉会館,シオハマフクシカイカン,,,1499a,,,131083,,東京都江東区塩浜2-5-20,東京都,江東区,塩浜2丁目,5-20,,35.661932,139.805383,,,(03)3647-3901,,,,,1350043,,,火水木金土,09:00:00,17:00:00,第2・4日曜日は利用可能。祝日(敬老の日を除く)は利用不可（月が祝日にあたる場合は翌日火）。12/29～1/3は利用不可。,福祉会館は区内にお住まいの高齢者と障害者の「生きがいづくり」「仲間づくり」「健康づくり」を目標にいろいろな催しを行っています。館内の施設（和室・洋室）を老人クラブや町会、グループ会合など、団体での夜間利用が可能です（利用料がかかります）。夜間団体貸出しは、1ヶ月前から直接施設にて受付けます。,可,有,,有,,,,,,,,,,,,,,https://www.city.koto.lg.jp/211101/fukushi/koresha/ikigai/kero/6667.html,,,アクセス方法 都バス「塩浜二丁目」下車徒歩３分,福祉,福祉会館,長寿応援課
131083,131083000121,江東区,千田福祉会館,センダフクシカイカン,,,1499a,,,131083,,東京都江東区千田21-18,東京都,江東区,千田,21-18,,35.681019,139.816518,,,(03)3647-0108,,,,,1350013,,,月火水木金土日,09:00:00,19:00:00,第1・3・5日曜日は利用可能。祝日(こどもの日・敬老の日を除く)は利用不可。12/29～1/3は利用不可。日曜日・こどもの日・敬老の日は18:00まで。,福祉会館は区内にお住まいの高齢者と障害者の「生きがいづくり」「仲間づくり」「健康づくり」を目標にいろいろな催しを行っています。館内の施設（和室・洋室）を老人クラブや町会、グループ会合など、団体での夜間利用が可能です（利用料がかかります）。夜間団体貸出しは、1ヶ月前から直接施設にて受付けます。,可,有,,有,有,有,,,,,有,,,,,,,https://www.city.koto.lg.jp/211101/fukushi/koresha/ikigai/kero/6667.html,,,アクセス方法 都営バス錦22・東22「千田」より徒歩1分;料金（詳細） 9:00～19:00利用料金なし、18:00～21:30利用料金あり。夜間（団体）貸出のみ料金発生（18:00～21:30に利用する団体）,福祉,福祉会館,長寿応援課
131083,131083000122,江東区,東陽福祉会館,トウヨウフクシカイカン,,,1499a,,,131083,,東京都江東区東陽6-2-17,東京都,江東区,東陽6丁目,2-17,,35.674728,139.812491,,,(03)3647-8180,,,,,1350016,,,月火水木金土日,09:00:00,19:00:00,第1・3・5日曜日は利用可能。祝日(こどもの日・敬老の日を除く)は利用不可。12/29～1/3は利用不可。日曜日・こどもの日・敬老の日は18:00まで。,福祉会館は区内にお住まいの高齢者と障害者の「生きがいづくり」「仲間づくり」「健康づくり」を目標にいろいろな催しを行っています。館内の施設（和室・洋室）を老人クラブや町会、グループ会合など、団体での夜間利用が可能です（利用料がかかります）。夜間団体貸出しは、1ヶ月前から直接施設にて受付けます。,可,有,,有,有,,,,,,,,,,,,,https://www.city.koto.lg.jp/211101/fukushi/koresha/ikigai/kero/6667.html,,,アクセス方法 都バス錦13「東陽町６丁目」徒歩1分,福祉,福祉会館,長寿応援課
131083,131083000123,江東区,亀戸福祉会館,カメイドフクシカイカン,,,1499a,,,131083,,東京都江東区亀戸1-24-6,東京都,江東区,亀戸1丁目,24-6,,35.694645,139.824062,,,(03)3685-8208,,,,,1360071,,,月火水木金土日,09:00:00,19:00:00,第1・3・5日曜日は利用可能。祝日(こどもの日・敬老の日を除く)は利用不可。12/29～1/3は利用不可。日曜日・こどもの日・敬老の日は18:00まで。,福祉会館は区内にお住まいの高齢者と障害者の「生きがいづくり」「仲間づくり」「健康づくり」を目標にいろいろな催しを行っています。館内の施設（和室・洋室）を老人クラブや町会、グループ会合など、団体での夜間利用が可能です（利用料がかかります）。夜間団体貸出しは、1ヶ月前から直接施設にて受付けます。,可,有,,有,有,有,,,,,有,,,,,,,https://www.city.koto.lg.jp/211101/fukushi/koresha/ikigai/kero/6667.html,,,アクセス方法 JR総武線「亀戸」駅徒歩6分／都営新宿線「西大島」駅徒歩10分／都バス（都07・亀29・錦27・亀2甲）「亀戸駅前通り」徒歩4分;料金（詳細） 利用料金なし。9:00～19:00 江東区在住の60歳以上の高齢者および障害者 夜間18:00～21:30 高齢者団体等 活動団体の会合など,福祉,福祉会館,長寿応援課
131083,131083000124,江東区,大島福祉会館,オオジマフクシカイカン,,,1499a,,,131083,,東京都江東区大島4-5-1,東京都,江東区,大島4丁目,5-1,,35.689093,139.826864,,,(03)3637-2581,,,,,1360072,,,月火水木金土日,09:00:00,19:00:00,第1・3・5日曜日は利用可能。祝日(こどもの日・敬老の日を除く)は利用不可。12/29～1/3は利用不可。日曜日・こどもの日・敬老の日は18:00まで。,福祉会館は区内にお住まいの高齢者と障害者の「生きがいづくり」「仲間づくり」「健康づくり」を目標にいろいろな催しを行っています。館内の施設（和室）を老人クラブや町会、グループ会合など、団体での夜間利用が可能です（利用料がかかります）。夜間団体貸出しは、1ヶ月前から直接施設にて受付けます。,可,有,,,,,,,,,有,,,,,,,https://www.city.koto.lg.jp/211101/fukushi/koresha/ikigai/kero/6667.html,https://www.kcf.or.jp/sogo/outline/,公益財団法人江東区文化コミュニティ財団,アクセス方法 都営新宿線 「西大島」駅下車（出口A４） 都バスは全て「西大島」下車（都０７）錦糸町駅ー門前仲町、（亀２３）亀戸駅ー江東高齢者医療センター、（亀２９）亀戸駅ーなぎさニュータウン、（亀２４）亀戸駅ー葛西橋;料金（詳細） 利用料金なし。夜間（団体）貸出のみ料金発生（18:00～21:30に予約利用する団体）和室（大）：2250円、和室（小）：850円,福祉,福祉会館,長寿応援課
131083,131083000125,江東区,東砂福祉会館,ヒガシスナフクシカイカン,,,1499a,,,131083,,東京都江東区東砂7-15-3,東京都,江東区,東砂7丁目,15-3,,35.674251,139.839988,,,(03)3646-0461,,,,,1360074,,,月火水木金土日,09:00:00,19:00:00,第1・3・5日曜日は利用可能。祝日(こどもの日・敬老の日を除く)は利用不可。12/29～1/3は利用不可。日曜日・こどもの日・敬老の日は18:00まで。,福祉会館は区内にお住まいの高齢者と障害者の「生きがいづくり」「仲間づくり」「健康づくり」を目標にいろいろな催しを行っています。館内の施設（和室・洋室）を老人クラブや町会、グループ会合など、団体での夜間利用が可能です（利用料がかかります）。夜間団体貸出しは、1ヶ月前から直接施設にて受付けます。,可,有,,有,,,,,,,,,,,,,,https://www.city.koto.lg.jp/211101/fukushi/koresha/ikigai/kero/6667.html,,,アクセス方法 都バス「旧葛西橋」又は「東砂四丁目」徒歩5分,福祉,福祉会館,長寿応援課
131083,131083000126,江東区,深川老人福祉センター,フカガワロウジンフクシセンター,,深川ふれあいセンター,1499a,,,131083,,東京都江東区平野1-2-3,東京都,江東区,平野1丁目,2-3,,35.678466,139.798593,,,(03)3643-1902,,,,,1350023,,,月火水木金土日,09:00:00,17:00:00,第1・3・5日曜日は利用可。12/29～1/3は利用不可。,区内にお住まいの高齢者及び障害者のための施設で、健康の保持増進に関する事業、教養講座の開設、健康・生活等の相談事業、機能訓練、老人クラブの援助等、高齢者の健康で生きがいのある生活づくりの場として、種々の事業を行っています。また、会議室や教養娯楽室、体育室、訓練室については団体での貸切利用が可能です（利用料がかかります）。その他詳細は施設までお問い合わせください。,可,有,,有,有,有,,,,,有,,,,,,,https://www.city.koto.lg.jp/211101/fukushi/koresha/ikigai/kero/6678.html,https://www.city.koto.lg.jp/211101/shisetsuannai/kenkou/koreshashisetsu/fureaicenter/13892.html,,アクセス方法 地下鉄半蔵門線/都営大江戸線「清澄白河」駅徒歩１０分;料金（基本） 0,福祉,老人福祉センター,長寿応援課
