全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,利用可能日時特記事項,バリアフリー情報,アクセス方法,駐車場_有無,駐車場情報,料金_要否,料金(基本),料金(詳細),利用条件_有無,利用条件_詳細,託児所_有無,託児所_詳細,画像_詳細,最終確認日,大区分,小区分,担当課
131024.0,131000000000.0,中央区,新川区民館防災備蓄倉庫・明正小学校副拠点倉庫,シンカワクミンカンボウサイビチクソウコ・メイショウショウガッコウフクキョテンソウコ,,,,,,131024.0,,東京都中央区新川1-26-1,,,,,,35.676398,139.78371,,,,,,,,1040033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,新川職員住宅,シンカワショクインジュウタク,,,,,,131024.0,,東京都中央区新川1-26-1,,,,,,35.676398,139.78371,,,,,,,,1040033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,久松町区民館,ヒサマツチョウクミンカン,,,,,,131024.0,,東京都中央区日本橋久松町1-2,,,,,,35.688723,139.783927,,,,,,,,1030005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,久松町区民館防災備蓄倉庫,ヒサマツチョウクミンカンボウサイビチクソウコ,,,,,,131024.0,,東京都中央区日本橋久松町1-2,,,,,,35.688723,139.783927,,,,,,,,1030005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,日本橋休日応急診療所,ニホンバシキュウジツオウキュウシンリョウショ,,,,,,131024.0,,東京都中央区日本橋久松町1-2,,,,,,35.688723,139.783927,,,,,,,,1030005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,新場橋区民館,シンババシクミンカン,,,,,,131024.0,,東京都中央区日本橋兜町11-9,,,,,,35.680014,139.776367,,,,,,,,1030026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,新場橋職員住宅,シンババシショクインジュウタク,,,,,,131024.0,,東京都中央区日本橋兜町11-9,,,,,,35.680014,139.776367,,,,,,,,1030026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,佃区民館,ツクダクミンカン,,,,,,131024.0,,東京都中央区佃2-17-8,,,,,,35.664743,139.78484,,,,,,,,1040051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,佃区民館防災備蓄倉庫,ツクダクミンカンボウサイビチクソウコ,,,,,,131024.0,,東京都中央区佃2-17-8,,,,,,35.664743,139.78484,,,,,,,,1040051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,中央区休日応急診療所（精神障害者共同作業所を含む）,チュウオウクキュウジツオウキュウシンリョウジョ（セイシンショウガイシャキョウドウサギョウジョヲフクム）,,,,,,131024.0,,東京都中央区佃2-17-8,,,,,,35.664743,139.78484,,,,,,,,1040051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,月島区民館,ツキシマクミンカン,,,,,,131024.0,,東京都中央区月島2-8-11,,,,,,35.663212,139.784619,,,,,,,,1040052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,月島区民館防災備蓄倉庫・月島第一小学校副拠点倉庫,ツキシマクミンカンボウサイビチクソウコ・ツキシマダイイチショウガッコウフクキョテンソウコ,,,,,,131024.0,,東京都中央区月島2-8-11,,,,,,35.663212,139.784619,,,,,,,,1040052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,浜町コミュニティルーム,ハマチョウコミュニティルーム,,,,,,131024.0,,東京都中央区日本橋浜町1-2-3,,,,,,35.689686,139.785452,,,,,,,,1030007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,セレモニーホール,セレモニーホール,,,,,,131024.0,,東京都中央区勝どき1-13-19,,,,,,35.66045,139.774701,,,,,,,,1040054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,勝どきコミュニティルーム,カチドキコミュニティルーム,,,,,,131024.0,,東京都中央区勝どき1-13-19,,,,,,35.66045,139.774701,,,,,,,,1040054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,浜町集会施設「浜町メモリアル」,ハマチョウシュウカイシセツ「ハマチョウメモリアル」,,,,,,131024.0,,東京都中央区日本橋浜町2-59-48,,,,,,35.687465,139.790368,,,,,,,,1030007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,水と緑の情報ギャラリー,ミズトミドリノジョウホウギャラリー,,,,,,131024.0,,東京都中央区日本橋浜町2-59-48,,,,,,35.687465,139.790368,,,,,,,,1030007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,十思スクエア別館,ジッシスクエアベッカン,,,,,,131024.0,,東京都中央区小伝馬町5-19,,,,,,35.690964,139.777354,,,,,,,,1030001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,十思地域密着型特別養護老人ホーム,ジッシチイキミッチャクガタトクベツヨウゴロウジンホーム,,,,,,131024.0,,東京都中央区小伝馬町5-19,,,,,,35.690964,139.777354,,,,,,,,1030001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,公衆浴場十思湯,コウシュウヨクジョウジッシユ,,,,,,131024.0,,東京都中央区小伝馬町5-19,,,,,,35.690964,139.777354,,,,,,,,1030001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,十思スクエア防災拠点倉庫（別館）,ジッシスクエアボウサイキョテンソウコ（ベッカン）,,,,,,131024.0,,東京都中央区小伝馬町5-19,,,,,,35.690964,139.777354,,,,,,,,1030001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,中央会館「銀座ブロッサム」,チュウオウカイカン「ギンザブロッサム」,,,,,,131024.0,,東京都中央区銀座2-15-6,,,,,,35.671233,139.771182,,,,,,,,1040061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,築地社会教育会館,ツキジシャカイキョウイクカイカン,,,,,,131024.0,,東京都中央区築地4-15-1,,,,,,35.666391,139.768187,,,,,,,,1040045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,築地保育園,ツキジホイクエン,,,,,,131024.0,,東京都中央区築地4-15-1,,,,,,35.666391,139.768187,,,,,,,,1040045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,京橋図書館別置倉庫,キョウバシトショカンベッチソウコ,,,,,,131024.0,,東京都中央区築地4-15-1,,,,,,35.666391,139.768187,,,,,,,,1040045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,郷土天文館文化財保管庫（築地）,キョウドテンモンカンブンカザイホカンコ（ツキジ）,,,,,,131024.0,,東京都中央区築地4-15-1,,,,,,35.666391,139.768187,,,,,,,,1040045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,女性センター 「ブーケ21」,ジョセイセンター 「ブーケ21」,,,,,,131024.0,,東京都中央区湊1-1-1,,,,,,35.673615,139.778758,,,,,,,,1040043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,産業会館,サンギョウカイカン,,,,,,131024.0,,東京都中央区東日本橋2-22-4,,,,,,35.694038,139.787131,,,,,,,,1030004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,東日本橋住宅,ヒガシニホンバシジュウタク,,,,,,131024.0,,東京都中央区東日本橋2-22-4,,,,,,35.694038,139.787131,,,,,,,,1030004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,総合スポーツセンター,ソウゴウスポーツセンター,,,,,,131024.0,,東京都中央区日本橋浜町2-59-1,,,,,,35.687126,139.789311,,,,,,,,1030007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,総合スポーツセンター防災備蓄倉庫,ソウゴウスポーツセンターボウサイビチクソウコ,,,,,,131024.0,,東京都中央区日本橋浜町2-59-1,,,,,,35.687126,139.789311,,,,,,,,1030007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,月島幼稚園,ツキシマヨウチエン,,,,,,131024.0,,東京都中央区月島1-9-7,,,,,,35.664709,139.782848,,,,,,,,1040052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,月島スポーツプラザ,ツキシマスポーツプラザ,,,,,,131024.0,,東京都中央区月島1-9-7,,,,,,35.664709,139.782848,,,,,,,,1040052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,月島西仲住宅,ツキシマニシナカジュウタク,,,,,,131024.0,,東京都中央区月島1-9-7,,,,,,35.664709,139.782848,,,,,,,,1040052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,月島西仲まちづくり支援用施設（仮店舗）,ツキシマニシナカマチズクリシエンヨウシセツ（カリテンポ）,,,,,,131024.0,,東京都中央区月島1-9-7,,,,,,35.664709,139.782848,,,,,,,,1040052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,月島西仲まちづくり支援用施設（仮住宅）,ツキシマニシナカマチズクリシエンヨウシセツ（カリジュウタク）,,,,,,131024.0,,東京都中央区月島1-9-7,,,,,,35.664709,139.782848,,,,,,,,1040052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,月島運動場管理事務所,ツキシマウンドウジョウカンリジムショ,,,,,,131024.0,,東京都中央区晴海1-3-29,,,,,,35.659096,139.786397,,,,,,,,1040053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,温浴プラザ「ほっとプラザはるみ」（休館中）,オンヨクプラザ「ホットプラザハルミ」（キュウカンチュウ）,,,,,,131024.0,,東京都中央区晴海5-2-3,,,,,,35.652023,139.774843,,,,,,,,1040053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,中央清掃事務所晴海事業所,チュウオウセイソウジムショハルミジギョウショ,,,,,,131024.0,,東京都中央区晴海5-2-3,,,,,,35.652023,139.774843,,,,,,,,1040053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024.0,131000000000.0,中央区,ほっとプラザはるみ防災備蓄倉庫・月島第三小学校副拠点倉庫,ホットプラザハルミボウサイビチクソウコ・ツキシマダイサンショウガッコウフクキョテンソウコ,,,,,,131024.0,,東京都中央区晴海5-2-3,,,,,,35.652023,139.774843,,,,,,,,1040053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
